# 1994-a / 1994-b slice: 36 demos, top 3 loops each, hand-read from blocks-by-ip.txt
# columns: demo <TAB> loop-id (SEG:IP of head) <TAB> share% <TAB> family <TAB> tree
1994-a-accident__ACCIDENT	a110:31c	6.64	ADDR_SCALE	r0 = imul(L16[m],0x50) add (L16[m] shl#1); r1 = L16[r0] sub#1; S16[r0] = r1; cmp+jnz r1,0
1994-a-accident__ACCIDENT	20e90:1623	4.28	FIXPT_MUL	r0 = mul16(L16[r1],r2); r3 = r3 shl#1; r4 = r0 shl#cl; S32[m] = L32[m] add r4 (add+adc)
1994-a-accident__ACCIDENT	196b0:af8	4.11	IO_POLL	out_16(port,r0); out_8(port, r1 xor#0x80); loop
1994-a-acme_bsd__B-STEEL	1100:8c	32.23	ADDR_SCALE	r0 = (r1 shl#1) add r2; r3 = L8[r0]; r4 = L16[r0]; S16[m] = r4; loop
1994-a-acme_bsd__B-STEEL	1100:c2	30.65	MEMFILL	S8[es:r0] = r1; r0 += 1 (one stosb per call, pointer saved/restored around it)
1994-a-acme_bsd__B-STEEL	1100:4152	7.09	IO_POLL	in_8(0x3da); and#0x8; jz
1994-a-acme_bsd__BLUE	10cb0:51	25.54	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) { r0 = L16[r2]; r2 += 2; r1 = #0x10 }; cf out
1994-a-acme_bsd__BLUE	1000:31f5	19.55	IO_POLL	in_8(port); loop
1994-a-acme_bsd__BLUE	1000:5914	12.64	MEMCOPY	r0 = L8[r1]; S8[es:r2] = r0; r2 += 1; loop
1994-a-acme_pe__PLANEART	1100:26e2	51.96	IO_POLL	in_8(0x3da); and#0x8; jz / jnz (both retrace phases)
1994-a-acme_pe__PLANEART	6c300:58	37.80	RLE_TOKEN	r0 = L8[r1]; r1 += 1; if ((r0 and#0xfe) cmp #0xb0) { r2 = L8[r1]; rep_stosb } else S8[es:r3] = r0
1994-a-acme_pe__PLANEART	1100:264f	8.38	MEMCOPY	out_16(0x3c4, plane); rep_movsb; r0 = r0 sub#0x50; r1 = r1 shl#1; cmp+jnz r1,#0x10
1994-a-acme_sns__acme-sns	34ca0:80	37.80	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) { r0 = L16[r2]; r2 += 2; r1 = #0x10 }; cf out
1994-a-acme_sns__acme-sns	6630:25ab	30.34	IO_POLL	in_8(0x3da); and#0x8; jz
1994-a-acme_sns__acme-sns	34ca0:f9	13.74	COPY_BACK	r0 = r1 sub r2; rep_movsb (match copy, ds:si -> es:di)
1994-a-acme_sns__zero-bbs	7a10:65	39.87	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) { r0 = L16[r2]; r2 += 2; r1 = #0x10 }; cf out
1994-a-acme_sns__zero-bbs	7a10:d4	10.42	COPY_BACK	r0 = r1 sub r2; rep_movsb (match copy from already-written output)
1994-a-acme_sns__zero-bbs	7a10:64	7.68	MEMCOPY	r0 = L8[r1]; S8[es:r2] = r0 (literal byte path of the same decompressor)
1994-a-addy_ii__ADDY_II	1100:a1	33.15	CMP_SKIP	r0 = L8[r1]; r1 += 1; if (r0 != 0) S8[es:r2] = r0; r2 = r2 sub#0x50 sub r3; loop
1994-a-addy_ii__ADDY_II	1100:6c8	19.60	CMP_SKIP	r0 = L8[r1]; if (r0 != 0) { r0 = r0 add r4; S8[es:r2] = r0 }; r1 += 1; r2 += 1; loop
1994-a-addy_ii__ADDY_II	1100:b6	18.06	CMP_SKIP	r0 = L8[r1]; if (r0 != 0) S8[es:r2] = r0; r2 = r2 add#0x50; r1 += 1; loop
1994-a-again__IHANMUU	17a50:53	75.12	TEXEL_FETCH	r0 = r0 add r1 (32-bit u); r2 = r2 add r3 (32-bit v); ru = r0 shr#16 (rol#16 form), rv = r2 shr#16; t = L8[rv,ru]; 4 texels packed; S32[es:di] = packed; cmp+jnz di,#0x280
1994-a-again__IHANMUU	cdb0:2927	10.21	IO_POLL	in_8(0x3da); and#0x8; jz
1994-a-again__IHANMUU	8bf40:80	4.86	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) refill from L16[r2]; cf out
1994-a-akm-carr__CARRIE	2dac0:922	69.17	IO_POLL	in_8(0x3da); and#0x8; jz / jnz
1994-a-akm-carr__CARRIE	2dac0:a55	13.37	CMP_SKIP	r0 = L8[r1] add L8[r2]; if (r0 != 0x73) S8[es:r3] = r0; r3 = r3 add#0x1e0; loop
1994-a-akm-carr__CARRIE	2f590:bb	4.59	MEMCOPY	rep_movsb (block move, literal path of the LZ decompressor)
1994-a-akm-hema__HEMATIE	3110:65e	38.51	REFILL	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) { r0 = L16[r2]; r2 += 2; r1 = #0x10 }; ret
1994-a-akm-hema__HEMATIE	3110:6d1	19.63	COPY_BACK	r0 = r1 sub r2; rep_movsb (match copy)
1994-a-akm-hema__HEMATIE	3110:6d7	19.56	RLE_TOKEN	r0 = getbits(); if (cf) { r1 = L8[r2]; length/offset decode }; S8[es:r3] = r0; branch ladder on token
1994-a-akm-mama__MAMAN	4670:c28	42.28	ADDR_SCALE	r0 = mul16(r1,#0x28) add (r2 shr#3); r3 = #1 shl#((r2 and#0x7) xor#0x7); test L8[r0],r3
1994-a-akm-mama__MAMAN	4670:bf7	38.12	ADDR_SCALE	r0 = mul16(r1,#0x28) add (r2 shr#3); r3 = #1 shl#((r2 and#0x7) xor#0x7); S8[r0] = L8[r0] or r3
1994-a-akm-mama__MAMAN	4670:6e6	5.27	CALL_GLUE	push args; call_far setpixel (loop over a vertex list)
1994-a-akm_zorl__AKM-ZORL	3c8f0:1eea	63.98	IO_POLL	in_8(0x3da); and#0x8; jz / jnz
1994-a-akm_zorl__AKM-ZORL	3c8f0:3f0a	10.49	IO_POLL	out_16(0x3c4, #1 shl#(r0 and#0x3)); S8[es:r1] = L8[r2]; r0 += 1; loop (per-pixel plane select)
1994-a-akm_zorl__AKM-ZORL	418c0:7d	7.43	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) refill from L16[r2]; cf out
1994-a-akm_zorl__TRIPLEX!	1000:36d	47.33	BYTE_PACK	r0 = (r1 and#1) shl#cl; r2 = r2 or r0; r2 = r2 shl#1; r1 = r1 shl#1; cl -= 1; jnz (1bpp -> n-bpp expand)
1994-a-akm_zorl__TRIPLEX!	1000:3dd	20.74	ADDR_SCALE	r0 = imul(r1,#0x50) add r2; S8[es:r0] = r3; loop
1994-a-akm_zorl__TRIPLEX!	1000:39b	19.28	MEMCOPY	S8[es:r0] = r1 through a self-modified store (end_smc); r0 += 1; loop
1994-a-amana__AMANAMAN	7aed0:7f	58.19	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) { r0 = L16[r2]; r2 += 2; r1 = #0x10 }; cf out
1994-a-amana__AMANAMAN	7aed0:f8	36.43	COPY_BACK	r0 = r1 sub r2; rep_movsb (match copy)
1994-a-amana__AMANAMAN	7aed0:7e	3.81	MEMCOPY	r0 = L8[r1]; S8[es:r2] = r0 (literal byte path)
1994-a-anarchy___ANARCHY	1100:271	95.01	FIXPT_STEP	x4 unrolled: r0 = r0 sub r1; if (borrow) exit; r2 += 1; r3 += 2; S8[es:r3] = r4 (Bresenham/DDA span walk)
1994-a-anarchy___ANARCHY	15480:7f	1.40	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) refill from L16[r2]; cf out
1994-a-anarchy___ANARCHY	ba20:3dea	0.88	MEMFILL	rep_stosw (buffer clear)
1994-a-anjofly__FLY	7ccc0:c88	99.95	IO_POLL	r0 = L8[r1] xor#0x80; out_8(gus, r0); r2 = r2 shr#16; out_8(gus, r2); loop (per-sample feed)
1994-a-anjofly__FLY	7ccc0:c58	0.02	IO_POLL	out_8(port, r0); loop
1994-a-anjofly__FLY	7ccc0:d6c	0.01	IO_POLL	in_8(port); and; jz
1994-a-ant1__ant1	d280:2bf	95.43	STRSEARCH	cmp L8[es:di],r0; jnz; di += 1; loop (scasb-style scan)
1994-a-ant1__ant1	14a00:7d	1.51	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) refill from L16[r2]; cf out
1994-a-ant1__ant1	c670:4c	0.96	IO_POLL	in_8(0x3da); and#0x8; jz
1994-a-antro__ANTRO	1000:15b2	95.08	FIXPT_MUL	r0 = mul32(L32[m_seed],#0x41fbf0e7) add#0x17b99; S32[m_seed] = r0; r1 = ((r0 shr#15) and#0x0f0f) add L16[m_base]; S16[es:di] = r1; di += 2; loop (LCG PRNG)
1994-a-antro__ANTRO	10cb0:51	1.57	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) refill from L16[r2]; cf out
1994-a-antro__ANTRO	1000:16a2	1.16	MEMFILL	S16[r0] = 0; r1 = L16[m_stride] shl#1; r0 = r0 add r1; loop (strided clear)
1994-a-apoxmas__XMAS	24220:3a6	88.78	IO_POLL	in_8(0x3da); and#0x8; jz / jnz
1994-a-apoxmas__XMAS	2d650:1b7	5.13	FIXPT_STEP	r0 = (#1 shl#cl) sub#1; r1 = (r2 and r0) shr#cl; r3 = r3 or r1; r4 = r4 sub r5; jb
1994-a-apoxmas__XMAS	2d650:186	2.11	STRSEARCH	r0 = L16[r1]; r2 = L16[r1]; cmp r0,r2; jnz; loop
1994-a-asminst__ASMINST	23040:65	51.55	GETBITS	r0 = r0 shl#1; r1 -= 1; if (r1 == 0) { r0 = L16[r2]; r2 += 2; r1 = #0x10 }; cf out
1994-a-asminst__ASMINST	42f0:b2	17.44	CMP_SKIP	r0 = L8[r1]; if (r0 != 0) { S8[r2+0xe] = 1; S8[m] = L8[m] sub#1 }; r1 += 1; loop
1994-a-asminst__ASMINST	23040:d4	13.54	COPY_BACK	r0 = r1 sub r2; rep_movsb (match copy)
1994-a-asylum__ASYLUM	1100:3e8	34.16	BLEND	r0 = (L16[r1] add L16[r2]) rcr#1 (midpoint average); S16[r3] = r0; recursive subdivision via enter/leave
1994-a-asylum__ASYLUM	1100:35b	31.69	ADDR_SCALE	r0 = imul(r1,#0x140); r2 = imul(r3,#0x140); r4 = (L8[r0] add L8[r2]) shl#1; S8[es:r5] = r4
1994-a-asylum__ASYLUM	1100:11d	27.75	ADDR_SCALE	r0 = (imul(L16[m],r1) sar#6) sub#0x8c; r2 = imul3(r0,#0x140) add#0xa0; S8[a000:r2] = r3; deltas advance by fixed-point add
1994-a-atticfix__ATTIC	34de0:1a6	69.84	IO_POLL	in_8(0x3da); and#0x8; jz / jnz
1994-a-atticfix__ATTIC	34de0:2b4	5.66	CMP_SKIP	r0 = imul(r1,#3); r2 = L8[r0]; if (r2 != key) S8[es:r3] = r2; r3 += 1; loop
1994-a-atticfix__ATTIC	35dc0:5c8	5.21	COUNTER	r0 = r0 sub#1; jnz (delay/countdown)
1994-b-banaani__BANAANI	1000:3d0e	60.11	MEMCOPY	S16[es:r0] = L16[r1]; r0 = r0 add#0x51; r1 = r1 add#1; S16[m] = L16[m] sub#1; loop (strided word blit)
1994-b-banaani__BANAANI	1000:3ec9	9.29	MEMCOPY	S8[es:r0] = L8[r1] through a self-modified store (end_smc); loop
1994-b-banaani__BANAANI	1000:3ef5	9.29	MEMCOPY	S8[es:r0] = L8[r1] through a self-modified store (end_smc); loop (a third identical copy sits at 3f1b)
1994-b-barti__BARTI	1000:3ac	30.63	FIXPT_MUL	r0 = movsx(L16[sin + ((r1 add#0x80) and#0x1ff)]); r0 = imul2_32(r0, L32[m_scale]) sar#8; r2 = movsx(L16[sin + (r3 and#0x1ff)]); r2 = imul2_32(r2, m_scale) sar#9; r4 = (r0 shl#6) add (r0 shl#4) add (r2 shr#8); S8[es:r4] = r5
1994-b-barti__BARTI	1000:48e	23.66	PERSP_DIV	r0 = mul16(#0xab, r1) add#0x2bcd (add+adc to 32 bits); r2 = div16(r0, L16[m_z]) sub#0xeaa9; r3 = imul(r2, r4) sar#5; r5 = cbw(r3) add r6 (add+adc)
1994-b-barti__BARTI	1000:7db	17.42	IO_POLL	in_8(0x3da); and#0x8; jz
1994-b-black__BLIQ	1a3f0:e9	58.62	ADDR_SCALE	r0 = mul16(r1,#0x50) add (r2 shr#2); r3 = #1 shl#(r2 and#0x3); out_16(0x3c4, r3); S8[a000:r0] = r4
1994-b-black__BLIQ	8e50:b90	10.22	IO_POLL	in_8(0x3da); and#0x8; jz
