# 1993 slice: 24 demos, top-3 loops each. share% = sum of the member blocks' shares of dynamic guest ops.
# note: sh-opcode decoding used throughout: sh0=rol sh1=ror sh2=rcl sh3=rcr sh4=shl sh5=shr sh7=sar (inferred from the class tags: sh2/sh3 are [shift-carry], sh4/sh5 are [fold]).
1993-a-adrenali__DHADREN	1f670:80	31.00	GETBITS	r0 = shr#1(r0); r1 = dec(r1); jz->REFILL(L16[si++]); r2 = rcl#1(r2); cmp+jcc r2 -> token arm
1993-a-adrenali__DHADREN	4670:47	30.54	MEMCOPY	out8(0x3c4,plane i); r0 = L8[si]; S8[di] = r0; si++; di--; cmp+jcc (ranks 1,3,4 = one 4-plane-unrolled VGA copy)
1993-a-adrenali__DHADREN	42a0:334	15.50	COUNTER	cmp+jcc M8[bx]==0 ? skip : S8[bx] -= 1; r0 = inc(r0); r1 = dec(r1); jnz (palette-fade sweep)
# note: adrenali 1f670:f9/f4 (6.05%) are the COPY_BACK arm of that same depacker: lodsb; cx=si-bp; rep movsb.
1993-a-akm-chan__CHANGE	76e0:3fca	55.47	IO_POLL	r0 = in8(0x3da); and#0x8; jz -> self (vertical-retrace spin)
1993-a-akm-chan__CHANGE	76e0:414e	20.60	MEMFILL	out16(0x3c4, 0x02|plane<<8); S8[di++] = r0; r1 = dec(r1); r2 = inc(r2); cmp+jcc r2==4 (RLE run fanned over 4 planes)
1993-a-akm-chan__CHANGE	76e0:3fed	16.58	COUNTER	nop; loop (calibrated delay)
1993-a-alive___MINTRO	3e570:1033	35.62	NEW_SOFTFP_DIV	cmp+jcc r0,r1; r2 = shl#1(r2); r3 = rcl#1(r3); rcl#1(r4); jae; else sub r5,r6; sbb r7,r8; sbb r9,r10; clc (ranks 1,2,3,4,8 = one shift/subtract multiword divide in a software-FP library)
1993-a-alive___MINTRO	1100:1b7a	12.02	ADDR_SCALE	r0 = inc(M16[bp-4]); r1 = shl#4(r0) add r0; S8[0x43b0+r1] = r2; r3 = mul(M16[bp-2], L8[0x40b0+r4]); cwd; call
1993-a-alive___MINTRO	3df50:2c6	5.53	IO_POLL	r0 = sub(r0,1); r1 = sbb(r1,0); jb; cmp+jcc L8[es:bx]==0 -> loop (32-bit countdown around a memory flag poll)
1993-a-alphapci__a-note	1100:4c3	17.40	MEMFILL	r0 = shl#4(r1); S16[0x2136] = 0; r2 = shl(r1,cl); S8[0x1ff8] = 0xff; S16[0x2002] = shl(r1,cl); r3 = inc(r3); cmp+jcc (row-offset table init)
1993-a-alphapci__a-note	1100:180	13.34	CRC_STEP	r0 = add(r0, L8[si]); r0 = adc(r0, 0); si++; loop (byte checksum with carry fold)
1993-a-alphapci__a-note	1100:cb1	3.48	CALL_GLUE	push/pop, ds=0x40, cmp+jcc r0==0 (BIOS-data probe prologue)
# note: alphapci__a-note window retired only 1379 guest ops - the program exits almost immediately, so its shares describe startup, not a steady state.
1993-a-alphapci__alpha	3de0:21a	66.89	IO_POLL	r0 = in8(0x3da); test#0x8; jz -> self
1993-a-alphapci__alpha	3de0:263	11.33	IO_POLL	r0 = in8(0x3da); test#0x8; jz -> self (second copy of the same spin)
1993-a-alphapci__alpha	42720:bb	6.50	COPY_BACK	r0 = L8[bx]; S8[di++] = r0; bx++; loop (LZ back-reference emit of the EXE depacker)
1993-a-alphapci__bobs	1000:2c2	70.20	ADDR_SCALE	r0 = imul(r1, 0x140) add r2; S8[0xa000:r0] += 4; r1 = inc(r1) (additive "bob" plot; ranks 1,2,7 are one loop body)
1993-a-alphapci__bobs	1000:2d7	28.64	COUNTER	r0 = add(M16[0x105], 0x33); cmp+jcc r0 > r1 -> body (inner y bound)
1993-a-alphapci__bobs	1000:2e2	0.56	COUNTER	r0 = add(r1, 0x33); cmp+jcc r0 > r2 (outer x bound)
1993-b-bob__BOB	1000:62d	80.61	MEMCOPY	r0 = sub(char,0x20); r0 = shl#1(shl#1(shl#1(r0))) add r0 add 0x1b5b; repeat{ S8[di] = L8[si]; di = add(di, r1=0x4f) } (glyph blit, addr scaled then strided byte copies)
1993-b-bob__BOB	1000:628	6.41	STRSEARCH	r0 = L8[si++]; and r0,r0; jz -> end (string terminator scan feeding the glyph blit)
1993-b-bob__BOB	1000:80f	3.78	BLEND	r0 = L8[si++]; r0 = and(r0, L8[bx]); S8[di] = r0; bx++; di++; loop (AND-mask combine)
# note: bob__BOB window is only 122453 ops.
