# note: slice = every directory named 1994-c* or 1994-d* (52 demos). Read blocks-by-ip.txt only; no .asm files opened.
# note: where a demo's window is dominated by a runtime LZ self-unpacker (PKLITE/LZEXE-like), its cycle is reported as
# note:   THREE loops by idiom role -- GETBITS (sh5 acc,1 / dec_r16_jz refill / sh2_r16 rcl-code), COPY_BACK
# note:   (lodsb len; mov_rr16/sub_rr16 distance; rep_movsb) and the literal MEMCOPY (movsb / stosb) -- rather than one
# note:   90%-share line, because the study is about the vocabulary of idioms, not about which program is packed.
# note: NEW_SOFTFP_MUL / NEW_SOFTFP_NORM are the only new tags. They name ONE library (byte-identical blocks in
# note:   cyclewar/CYCLE 70e0, deadtro e3a0, diesel/DIESEL 483f0, dragon 3f650 -- the Borland/TP emulated-FPU pack):
# note:   MUL = multiword mantissa multiply, mul_m16 x6 with add/adc/adc carry chains, no shift; NORM = shift/subtract
# note:   normalize-and-divide (sh4_r8 / sh2_r16 rcl pair + sub/sbb, jae). Neither is fixed point and neither is a
# note:   perspective divide, so FIXPT_MUL / PERSP_DIV would have been a lie about what the fused op must do.
# note: "unknown register" convention: r0,r1,.. are renamed by first appearance inside the loop, never a real x86 name.
1994-c-chaos386__chaos386	1100:218	44.18	BLEND	r2 = L8[r0] add r2; S8[r1] = r2; r0 += 1; r1 += 1; loop
1994-c-chaos386__chaos386	1100:26c	44.13	BLEND	r2 = L8[r0] add r2; S8[r1] = r2; r0 -= 1; r1 -= 1; loop
1994-c-chaos386__chaos386	1100:1be	5.22	BLEND	S32[r1] = L32[r0] add r2; r0 += 4; r1 += 4; loop
1994-c-cma_shrt__CMA_SHRT	18800d:20400	67.49	ADDR_SCALE	r0 = L8[r1] shl#1 add r2; r1 = L8[r3] shl#1 add r4; r5 = (r0 shl#0x10) or r1; S32[r6] = r5; S32[r6+4] = r5; S32[r6-0x100] = r5; S32[r6+0x100] = r5; r6 += i; loop
1994-c-cma_shrt__CMA_SHRT	18800d:202d6	28.53	CMP_SKIP	cmp+jle r0,i; cmp+jge r0,i; cmp+jle r1,i; cmp+jge r1,i; r2 = (r1 shl#8) add r0; r2 = r2 shr#8-form pack; return
1994-c-cma_shrt__CMA_SHRT	18800d:204e3	0.24	MEMFILL	S32[r0] = r1; r0 += 4; loop
1994-c-compcode__COMPCODE	1100:1211	81.20	BLEND	r0 = L16[r1]; r0 = r0 sub 0x0f0f (both packed bytes at once); S16[r2] = r0; r1 += 2; r2 += 2; loop
1994-c-compcode__COMPCODE	1100:1333	6.31	LUT_XLAT	r0 = r1 shl#1; r2 = movsx L8[tbl + r0]; S16[0x3d6] = r2; r1 += 1; loop
1994-c-compcode__COMPCODE	1100:132b	6.08	IO_POLL	out8(0x3c9, L8[r0]); r0 += 1; loop
1994-c-compovrs__COMPOVRS	1100:34	74.20	BLEND	r0 = L8[r1]; cmp r0,r2; if gt r0 -= 1 elif lt r0 += 1; S8[r1] = r0; r1 += 1; (x4 unrolled) loop
